k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3572,0,0,0.154107434,0.5,0.5,0.845892566,0.5,0.5,0.450309051,0,0,0.549690949,0.5,0,0.379145636,0,0.5,0.620854364
3573,0,0,0.154107442,0.5,0.5,0.845892558,0.5,0.5,0.450309076,0,0,0.549690924,0.5,0,0.379145657,0,0.5,0.620854343
3574,0.856418099,0.143581901,0.25,0.143581901,0.856418099,0.75,0.805266569,0.515555454,0.022902853,0.484444546,0.194733431,0.477097147,0.515555454,0.805266569,0.522902853,0.194733431,0.484444546,0.977097147
3575,0.855398724,0.144601276,0.25,0.144601276,0.855398724,0.75,0.805800337,0.514800187,0.020600428,0.485199813,0.194199663,0.479399572,0.514800187,0.805800337,0.520600428,0.194199663,0.485199813,0.979399572
3576,0.142784296,0.857215704,0.25,0.857215704,0.142784296,0.75,0.515854767,0.806937969,0.022054381,0.193062031,0.484145233,0.477945619,0.806937969,0.515854767,0.522054381,0.484145233,0.193062031,0.977945619
3577,0.142784287,0.857215713,0.25,0.857215713,0.142784287,0.75,0.515854727,0.806937995,0.022054363,0.193062005,0.484145273,0.477945637,0.806937995,0.515854727,0.522054363,0.484145273,0.193062005,0.977945637
3578,0.833418098,0.166581902,0.25,0.166581902,0.833418098,0.75,0.166469377,0.833530623,0.25,0.833530623,0.166469377,0.75,0.5,0.5,0,0.5,0.5,0.5
3579,0.5,0,0.350192346,0,0.5,0.649807654,0,0.5,0.081914174,0.5,0,0.918085826,0,0.5,0.330390041,0.5,0,0.669609959
3580,0.5,0,0.350019086,0,0.5,0.649980914,0,0.5,0.08069133,0.5,0,0.91930867,0,0.5,0.329824425,0.5,0,0.670175575
3581,0.5,0,0.350913588,0,0.5,0.649086412,0,0.5,0.082064802,0.5,0,0.917935198,0,0.5,0.329042997,0.5,0,0.670957003
3582,0.5,0,0.350915621,0,0.5,0.649084379,0,0.5,0.082171089,0.5,0,0.917828911,0,0.5,0.328993888,0.5,0,0.671006112
3583,0.5,0,0.349699656,0,0.5,0.650300344,0,0.5,0.083900503,0.5,0,0.916099497,0,0.5,0.33,0.5,0,0.67
3584,0.5,0,0.350913591,0,0.5,0.649086409,0,0.5,0.082064802,0.5,0,0.917935198,0,0.5,0.329042996,0.5,0,0.670957004
3585,0.5,0,0.3497,0,0.5,0.6503,0,0.5,0.0839,0.5,0,0.9161,0,0.5,0.33,0.5,0,0.67
3586,0.5,0,0.350019086,0,0.5,0.649980914,0,0.5,0.08069133,0.5,0,0.91930867,0,0.5,0.329824425,0.5,0,0.670175575
3587,0.320539226,0.320539226,0,0.679460774,0.679460774,0,0.5,0,0.5,0,0.5,0.5,0.13651852,0.13651852,0,0.86348148,0.86348148,0
3588,0.321021231,0.321021231,0,0.678978769,0.678978769,0,0.5,0,0.5,0,0.5,0.5,0.137575098,0.137575098,0,0.862424902,0.862424902,0
3589,0.320679662,0.320679662,0,0.679320338,0.679320338,0,0.5,0,0.5,0,0.5,0.5,0.135438227,0.135438227,0,0.864561773,0.864561773,0
3590,0.32678984,0.32678984,0,0.67321016,0.67321016,0,0.5,0,0.5,0,0.5,0.5,0.13661016,0.13661016,0,0.86338984,0.86338984,0
3591,0.320679654,0.320679654,0,0.679320346,0.679320346,0,0.5,0,0.5,0,0.5,0.5,0.135438223,0.135438223,0,0.864561777,0.864561777,0
3592,0.32679,0.32679,0,0.67321,0.67321,0,0.5,0,0.5,0,0.5,0.5,0.13661,0.13661,0,0.86339,0.86339,0
3593,0,0,0,0.5,0.5,0,0.891579693,0.314112684,0.205692376,0.314112684,0.108420307,0.422532991,0.685887316,0.891579693,0.577467009,0.108420307,0.685887316,0.794307624
3594,0.5,0,0.137034577,0,0.5,0.862965423,0,0,0.365115914,0.5,0.5,0.634884086,0,0.5,0.42080197,0.5,0,0.57919803
3595,0,0.5,0.201043781,0.5,0,0.798956219,0.5,0,0.353210212,0,0.5,0.646789788,0,0,0,0.5,0.5,0
3596,0,0.5,0.192670242,0.5,0,0.807329758,0.5,0,0.350519426,0,0.5,0.649480574,0,0,0,0.5,0.5,0
3597,0.5,0,0.196914185,0,0.5,0.803085815,0,0.5,0.353632045,0.5,0,0.646367955,0,0,0,0.5,0.5,0
3598,0.5,0,0.196914186,0,0.5,0.803085814,0,0.5,0.353632043,0.5,0,0.646367957,0,0,0,0.5,0.5,0
3599,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.125004149,0.125004149,0.125004149,0.874995851,0.874995851,0.874995851
3600,0.5,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.124999657,0.124999657,0.124999657,0.875000343,0.875000343,0.875000343
3601,0.5,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.124900953,0.124900953,0.124900953,0.875099047,0.875099047,0.875099047
3602,0.5,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.124900976,0.124900976,0.124900976,0.875099024,0.875099024,0.875099024
3603,0.834057687,0.165942313,0.475445318,0.165942313,0.834057687,0.975445318,0.166983592,0.833016408,0.379968007,0.833016408,0.166983592,0.879968007,0.499151377,0.500848623,0.164586635,0.500848623,0.499151377,0.664586635
3604,0.120116068,0.120116068,0,0.879883932,0.879883932,0,0.324257958,0.324257958,0,0.675742042,0.675742042,0,0.5,0,0.5,0,0.5,0.5
3605,0.112608595,0.112608595,0.112608595,0.662174215,0.112608595,0.112608595,0.112608595,0.662174215,0.112608595,0.112608595,0.112608595,0.662174215,0,0,0,0.25,0.25,0.25
3606,0.109907736,0.109907736,0.109907736,0.670276791,0.109907736,0.109907736,0.109907736,0.670276791,0.109907736,0.109907736,0.109907736,0.670276791,0,0,0,0.25,0.25,0.25
3607,0.12,0.12,0.12,0.64,0.12,0.12,0.12,0.64,0.12,0.12,0.12,0.64,0,0,0,0.25,0.25,0.25
3608,0.109907806,0.109907806,0.109907806,0.670276583,0.109907806,0.109907806,0.109907806,0.670276583,0.109907806,0.109907806,0.109907806,0.670276583,0,0,0,0.25,0.25,0.25
3609,0.112534027,0.112534027,0.112534027,0.662397918,0.112534027,0.112534027,0.112534027,0.662397918,0.112534027,0.112534027,0.112534027,0.662397918,0,0,0,0.25,0.25,0.25
3610,0.109983464,0.109983464,0.109983464,0.670049608,0.109983464,0.109983464,0.109983464,0.670049608,0.109983464,0.109983464,0.109983464,0.670049608,0,0,0,0.25,0.25,0.25
3611,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0,0,0,0.25,0.25,0.25
3612,0.109983502,0.109983502,0.109983502,0.670049495,0.109983502,0.109983502,0.109983502,0.670049495,0.109983502,0.109983502,0.109983502,0.670049495,0,0,0,0.25,0.25,0.25
3613,0.116765485,0.116765485,0.116765485,0.883234515,0.883234515,0.883234515,0.301590727,0.301590727,0.301590727,0.698409273,0.698409273,0.698409273,0.388617738,0.388617738,0.388617738,0.611382262,0.611382262,0.611382262
3614,0.112849908,0.112849908,0.112849908,0.887150092,0.887150092,0.887150092,0.302337497,0.302337497,0.302337497,0.697662503,0.697662503,0.697662503,0.386456671,0.386456671,0.386456671,0.613543329,0.613543329,0.613543329
3615,0.112935385,0.112935385,0.112935385,0.887064615,0.887064615,0.887064615,0.302330605,0.302330605,0.302330605,0.697669395,0.697669395,0.697669395,0.386518108,0.386518108,0.386518108,0.613481892,0.613481892,0.613481892
3616,0.116084247,0.116084247,0.116084247,0.883915753,0.883915753,0.883915753,0.301560615,0.301560615,0.301560615,0.698439385,0.698439385,0.698439385,0.388103066,0.388103066,0.388103066,0.611896934,0.611896934,0.611896934
3617,0.115899966,0.115899966,0.115899966,0.884100034,0.884100034,0.884100034,0.301699899,0.301699899,0.301699899,0.698300101,0.698300101,0.698300101,0.388500141,0.388500141,0.388500141,0.611499859,0.611499859,0.611499859
3618,0.112849905,0.112849905,0.112849905,0.887150095,0.887150095,0.887150095,0.30233749,0.30233749,0.30233749,0.69766251,0.69766251,0.69766251,0.386456662,0.386456662,0.386456662,0.613543338,0.613543338,0.613543338
3619,0.116765485,0.116765485,0.116765485,0.883234515,0.883234515,0.883234515,0.301590727,0.301590727,0.301590727,0.698409273,0.698409273,0.698409273,0.388617738,0.388617738,0.388617738,0.611382262,0.611382262,0.611382262
3620,0.157206861,0.157206861,0.20386419,0.842793139,0.842793139,0.79613581,0.398779626,0.398779626,0.100503581,0.855716274,0.855716274,0.470935138,0.144283726,0.144283726,0.529064862,0.601220374,0.601220374,0.899496419
3621,0.15740016,0.15740016,0.204199647,0.84259984,0.84259984,0.795800353,0.398299523,0.398299523,0.099498933,0.856299741,0.856299741,0.471200143,0.143700259,0.143700259,0.528799857,0.601700477,0.601700477,0.900501067
3622,0.843035791,0.843035791,0.296059973,0.156964209,0.156964209,0.703940027,0.144804612,0.144804612,0.029222798,0.601646696,0.601646696,0.400865846,0.398353304,0.398353304,0.599134154,0.855195388,0.855195388,0.970777202
3623,0.843035758,0.843035758,0.296059958,0.156964242,0.156964242,0.703940042,0.144804605,0.144804605,0.029222793,0.601646683,0.601646683,0.40086584,0.398353317,0.398353317,0.59913416,0.855195395,0.855195395,0.970777207
3624,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.125,0.625,0.125,0.625,0.125,0.125,0.125,0.125,0.625
3625,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.884701532,0.634701532,0.25,0.115298468,0.365298468,0.75
3626,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0,0,0
3627,0,0,0,0.5,0.5,0,0.5,0,0.167400309,0,0.5,0.832599691,0,0.5,0.311631844,0.5,0,0.688368156
3628,0,0,0,0.666666667,0.333333333,0.5,0.333333333,0.666666667,0.5,0.5,0,0,0,0.5,0,0.5,0.5,0
3629,0.593728997,0.262475336,0.331253661,0.931221674,0.262475336,0.668746339,0.238803321,0.238803321,0,0.167524517,0.994530855,0.172993662,0.520182539,0.020182539,0.5,0.821537193,0.994530855,0.827006338
3630,0.221312319,0.221312319,0.076768043,0.778687681,0.778687681,0.923231957,0.844946639,0.844946639,0.315532523,0.155053361,0.155053361,0.684467477,0.556441449,0.556441449,0.291671099,0.443558551,0.443558551,0.708328901
3631,0.333501802,0.666498198,0.25,0.666498198,0.333501802,0.75,0,0,0,0.666511388,0.333488612,0.25,0,0,0.5,0.333488612,0.666511388,0.75
3632,0.5,0.5,0.5,0,0,0,0.248925072,0.248925072,0.248925072,0.751074928,0.751074928,0.751074928,0.448583563,0.448583563,0.448583563,0.551416437,0.551416437,0.551416437
3633,0,0,0,0.162155011,0.162155011,0,0.837844989,0.837844989,0,0.5,0,0.5,0.355543801,0.355543801,0,0.644456199,0.644456199,0
3634,0,0,0,0.5,0.5,0,0.5,0,0.365016497,0,0.5,0.634983503,0,0.5,0.267609401,0.5,0,0.732390599
3635,0.5,0.5,0.5,0.621925702,0.126024766,0.126024766,0.126024766,0.621925702,0.126024766,0.126024766,0.126024766,0.126024766,0.126024766,0.126024766,0.621925702,0.75,0.75,0.75
3636,0,0,0,0.666640871,0.333359129,0,0.333359129,0.666640871,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
3637,0.833324233,0.166675767,0,0.166675767,0.833324233,0,0,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0
3638,0.425515982,0.138972065,0.057997114,0.861027935,0.574484018,0.442002886,0.138972065,0.425515982,0.557997114,0.574484018,0.861027935,0.942002886,0.175197434,0.824802566,0.25,0.824802566,0.175197434,0.75
3639,0.421728119,0.421728119,0,0.578271881,0.578271881,0,0.171728119,0.671728119,0.5,0.328271881,0.828271881,0.5,0,0,0,0.75,0.25,0.5
3640,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
3641,0.5,0.5,0,0.868417063,0.131582937,0.25,0.5,0.5,0.5,0.131582937,0.868417063,0.75,0.175733464,0.824266536,0.25,0.824266536,0.175733464,0.75
3642,0.834057701,0.165942299,0.475445335,0.165942299,0.834057701,0.975445335,0.166983607,0.833016393,0.37996802,0.833016393,0.166983607,0.87996802,0.499151392,0.500848608,0.16458664,0.500848608,0.499151392,0.66458664
3643,0.779783842,0.220216158,0.5,0.220216158,0.779783842,0.5,0.868337513,0.131662487,0.5,0.131662487,0.868337513,0.5,0.64282888,0.35717112,0,0.35717112,0.64282888,0
3644,0.41917951,0.41917951,0,0.58082049,0.58082049,0,0.16917951,0.66917951,0.5,0.33082049,0.83082049,0.5,0,0,0,0.75,0.25,0.5
3645,0.565511983,0.340131462,0.307105004,0.942894996,0.462748448,0.684488017,0.340131462,0.565511983,0.787251552,0.462748448,0.942894996,0.909868538,0.970752935,0.970752935,0.029247065,0.220752935,0.220752935,0.279247065
3646,0.17930673,0.17930673,0,0.82069327,0.82069327,0,0.5,0,0.5,0,0.5,0.5,0.361987223,0.361987223,0,0.638012777,0.638012777,0
3647,0.138915723,0.138915723,0,0.861084277,0.861084277,0,0.32069499,0.32069499,0,0.67930501,0.67930501,0,0.5,0,0.5,0,0.5,0.5
3648,0,0,0,0,0,0.5,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
3649,0,0,0,0.5,0.5,0,0.5,0,0.354830479,0,0.5,0.645169521,0,0.5,0.293605586,0.5,0,0.706394414
3650,0.401262818,0.598737182,0.25,0.598737182,0.401262818,0.75,0.750987496,0.249012504,0.25,0.062513208,0.937486792,0.25,0.937486792,0.062513208,0.75,0.249012504,0.750987496,0.75
3651,0,0,0,0.5,0.5,0,0.5,0,0.167400306,0,0.5,0.832599694,0,0.5,0.311631838,0.5,0,0.688368162
3652,0,0,0.171645682,0,0,0.671645682,0.66662721,0.33337279,0.492898271,0.33337279,0.66662721,0.992898271,0.666701488,0.333298512,0.085456904,0.333298512,0.666701488,0.585456904
3653,0.447236866,0.447236866,0.067796502,0.552763134,0.552763134,0.932203498,0.149140254,0.149140254,0.370121128,0.850859746,0.850859746,0.629878872,0.813837964,0.813837964,0.290725948,0.186162036,0.186162036,0.709274052
3654,0.452416753,0.452416753,0.069567595,0.547583247,0.547583247,0.930432405,0.149667059,0.149667059,0.373783222,0.850332941,0.850332941,0.626216778,0.814772808,0.814772808,0.295583258,0.185227192,0.185227192,0.704416742
3655,0.555999638,0.555999638,0.440000276,0.444000362,0.444000362,0.559999724,0.847000224,0.847000224,0.125000345,0.152999776,0.152999776,0.874999655,0.177000142,0.177000142,0.2,0.822999858,0.822999858,0.8
3656,0.452416758,0.452416758,0.069567594,0.547583242,0.547583242,0.930432406,0.149667098,0.149667098,0.373783217,0.850332902,0.850332902,0.626216783,0.814772783,0.814772783,0.295583258,0.185227217,0.185227217,0.704416742
3657,0,0.5,0.357582213,0.5,0,0.642417787,0.5,0.5,0.119702569,0,0,0.880297431,0.5,0,0.061872116,0,0.5,0.938127884
3658,0.5,0,0.155081363,0,0.5,0.844918637,0,0,0.384605739,0.5,0.5,0.615394261,0,0.5,0.442295583,0.5,0,0.557704417
3659,0,0.5,0.32799974,0.5,0,0.67200026,0.5,0.5,0.105,0,0,0.895,0.5,0,0.05599948,0,0.5,0.94400052
3660,0.5,0,0.155081361,0,0.5,0.844918639,0,0,0.384605735,0.5,0.5,0.615394265,0,0.5,0.442295578,0.5,0,0.557704422
3661,0,0,0,0.5,0.5,0,0.5,0,0.361280139,0,0.5,0.638719861,0,0.5,0.279670893,0.5,0,0.720329107
3662,0.549245808,0.450754192,0.25,0.251002001,0.748997999,0.25,0.748997999,0.251002001,0.75,0.450754192,0.549245808,0.75,0.892656893,0.107343107,0.25,0.107343107,0.892656893,0.75
3663,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.874996047,0.624996047,0.25,0.125003953,0.375003953,0.75
3664,0.5,0,0,0.5,0.5,0.5,0.182969875,0.804328262,0.200398089,0.817030125,0.304328262,0.299601911,0.182969875,0.695671738,0.700398089,0.817030125,0.195671738,0.799601911
3665,0.5,0.5,0,0.5,0,0.5,0.196144533,0.696440753,0.203104388,0.803855467,0.196440753,0.296895612,0.196144533,0.803559247,0.703104388,0.803855467,0.303559247,0.796895612
3666,0,0.5,0,0,0,0.5,0.745401149,0.70199956,0.205301144,0.254598851,0.20199956,0.294698856,0.745401149,0.79800044,0.705301144,0.254598851,0.29800044,0.794698856
3667,0.5,0.5,0,0.5,0,0.5,0.19614452,0.696440775,0.20310433,0.80385548,0.196440775,0.29689567,0.19614452,0.803559225,0.70310433,0.80385548,0.303559225,0.79689567
3668,0,0.5,0.3823731,0.5,0,0.6176269,0.5,0.5,0.137372043,0,0,0.862627957,0.5,0,0.096200238,0,0.5,0.903799762
3669,0,0.5,0.378,0.5,0,0.622,0.5,0.5,0.136,0,0,0.864,0.5,0,0.082,0,0.5,0.918
3670,0.5,0,0.137204874,0,0.5,0.862795126,0,0,0.367276536,0.5,0.5,0.632723464,0,0.5,0.416820424,0.5,0,0.583179576
3671,0.5,0,0.137204878,0,0.5,0.862795122,0,0,0.367276548,0.5,0.5,0.632723452,0,0.5,0.416820438,0.5,0,0.583179562
3672,0.5,0.240789548,0,0.5,0.759210452,0,0,0.241173707,0.5,0,0.758826293,0.5,0,0,0,0.5,0.5,0.5
3673,0.421118131,0.421118131,0.831830273,0.151388065,0.151388065,0.900462238,0.037159856,0.037159856,0.113208592,0.535620899,0.535620899,0.619274685,0.923448673,0.923448673,0.336157048,0.649465928,0.649465928,0.396369041
3674,0.666666667,0.333333333,0.011294052,0.333333333,0.666666667,0.988705948,0.333333333,0.666666667,0.354359293,0.666666667,0.333333333,0.645640707,0,0,0.175259846,0,0,0.824740154
3675,0.306200048,0.306200048,0,0.693799952,0.693799952,0,0.806200048,0.193799952,0.5,0.193799952,0.806200048,0.5,0,0,0,0.5,0.5,0.5
3676,0.302486278,0.302486278,0,0.697513722,0.697513722,0,0.802486278,0.197513722,0.5,0.197513722,0.802486278,0.5,0,0,0,0.5,0.5,0.5
3677,0.304976334,0.304976334,0,0.695023666,0.695023666,0,0.804976334,0.195023666,0.5,0.195023666,0.804976334,0.5,0,0,0,0.5,0.5,0.5
3678,0.304976334,0.304976334,0,0.695023666,0.695023666,0,0.804976334,0.195023666,0.5,0.195023666,0.804976334,0.5,0,0,0,0.5,0.5,0.5
3679,0.353844059,0.353844059,0,0.646155941,0.646155941,0,0,0,0,0.154874561,0.154874561,0,0.845125439,0.845125439,0,0.5,0,0.5
3680,0.301615104,0.301615104,0,0.698384896,0.698384896,0,0.801615104,0.198384896,0.5,0.198384896,0.801615104,0.5,0,0,0,0.5,0.5,0.5
3681,0.30570079,0.30570079,0,0.69429921,0.69429921,0,0.80570079,0.19429921,0.5,0.19429921,0.80570079,0.5,0,0,0,0.5,0.5,0.5
3682,0.303292891,0.303292891,0,0.696707109,0.696707109,0,0.803292891,0.196707109,0.5,0.196707109,0.803292891,0.5,0,0,0,0.5,0.5,0.5
3683,0.303292889,0.303292889,0,0.696707111,0.696707111,0,0.803292889,0.196707111,0.5,0.196707111,0.803292889,0.5,0,0,0,0.5,0.5,0.5
3684,0,0,0,0,0,0.5,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
3685,0,0,0,0.5,0.5,0.5,0.302936377,0.302936377,0,0.697063623,0.697063623,0,0.802936377,0.197063623,0.5,0.197063623,0.802936377,0.5
3686,0.333139579,0.333139579,0.37126815,0.666860421,0.666860421,0.62873185,0.666723225,0.666723225,0.114719462,0,0,0.5,0.333276775,0.333276775,0.885280538,0,0,0
3687,0,0,0,0.5,0.5,0.5,0.30590108,0.30590108,0,0.69409892,0.69409892,0,0.80590108,0.19409892,0.5,0.19409892,0.80590108,0.5
3688,0,0,0,0.5,0.5,0.5,0.305315137,0.305315137,0,0.694684863,0.694684863,0,0.805315137,0.194684863,0.5,0.194684863,0.805315137,0.5
3689,0,0,0,0.5,0.5,0.5,0.305315131,0.305315131,0,0.694684869,0.694684869,0,0.805315131,0.194684869,0.5,0.194684869,0.805315131,0.5
3690,0.080865548,0.080865548,0.080865548,0.919134452,0.919134452,0.919134452,0.185116294,0.185116294,0.185116294,0.350551759,0.350551759,0.350551759,0.649448241,0.649448241,0.649448241,0.814883706,0.814883706,0.814883706
3691,0.305005006,0.305005006,0,0.694994994,0.694994994,0,0.805005006,0.194994994,0.5,0.194994994,0.805005006,0.5,0,0,0,0.5,0.5,0.5
3692,0.307100042,0.307100042,0,0.692899958,0.692899958,0,0.807100042,0.192899958,0.5,0.192899958,0.807100042,0.5,0,0,0,0.5,0.5,0.5
3693,0.305767162,0.305767162,0,0.694232838,0.694232838,0,0.805767162,0.194232838,0.5,0.194232838,0.805767162,0.5,0,0,0,0.5,0.5,0.5
3694,0.305767162,0.305767162,0,0.694232838,0.694232838,0,0.805767162,0.194232838,0.5,0.194232838,0.805767162,0.5,0,0,0,0.5,0.5,0.5
3695,0.30338174,0.30338174,0,0.69661826,0.69661826,0,0.80338174,0.19661826,0.5,0.19661826,0.80338174,0.5,0,0,0,0.5,0.5,0.5
3696,0.305299766,0.305299766,0,0.694700234,0.694700234,0,0.805299766,0.194700234,0.5,0.194700234,0.805299766,0.5,0,0,0,0.5,0.5,0.5
3697,0.30428297,0.30428297,0,0.69571703,0.69571703,0,0.80428297,0.19571703,0.5,0.19571703,0.80428297,0.5,0,0,0,0.5,0.5,0.5
3698,0.304282968,0.304282968,0,0.695717032,0.695717032,0,0.804282968,0.195717032,0.5,0.195717032,0.804282968,0.5,0,0,0,0.5,0.5,0.5
3699,0.30467892,0.30467892,0,0.69532108,0.69532108,0,0.80467892,0.19532108,0.5,0.19532108,0.80467892,0.5,0,0,0,0.5,0.5,0.5
3700,0.300999041,0.300999041,0,0.699000959,0.699000959,0,0.800999041,0.199000959,0.5,0.199000959,0.800999041,0.5,0,0,0,0.5,0.5,0.5
3701,0.302277165,0.302277165,0,0.697722835,0.697722835,0,0.802277165,0.197722835,0.5,0.197722835,0.802277165,0.5,0,0,0,0.5,0.5,0.5
3702,0.302277162,0.302277162,0,0.697722838,0.697722838,0,0.802277162,0.197722838,0.5,0.197722838,0.802277162,0.5,0,0,0,0.5,0.5,0.5
3703,0,0,0,0.5,0.5,0.5,0.302408961,0.302408961,0,0.697591039,0.697591039,0,0.802408961,0.197591039,0.5,0.197591039,0.802408961,0.5
3704,0,0,0,0.5,0.5,0.5,0.30278554,0.30278554,0,0.69721446,0.69721446,0,0.80278554,0.19721446,0.5,0.19721446,0.80278554,0.5
3705,0,0,0,0.5,0.5,0.5,0.305200835,0.305200835,0,0.694799165,0.694799165,0,0.805200835,0.194799165,0.5,0.194799165,0.805200835,0.5
3706,0,0,0,0.5,0.5,0.5,0.302785537,0.302785537,0,0.697214463,0.697214463,0,0.802785537,0.197214463,0.5,0.197214463,0.802785537,0.5
3707,0.302629486,0.302629486,0,0.697370514,0.697370514,0,0.802629486,0.197370514,0.5,0.197370514,0.802629486,0.5,0,0,0,0.5,0.5,0.5
3708,0.301200052,0.301200052,0,0.698799948,0.698799948,0,0.801200052,0.198799948,0.5,0.198799948,0.801200052,0.5,0,0,0,0.5,0.5,0.5
3709,0.303610649,0.303610649,0,0.696389351,0.696389351,0,0.803610649,0.196389351,0.5,0.196389351,0.803610649,0.5,0,0,0,0.5,0.5,0.5
3710,0.303610654,0.303610654,0,0.696389346,0.696389346,0,0.803610654,0.196389346,0.5,0.196389346,0.803610654,0.5,0,0,0,0.5,0.5,0.5
3711,0.301092461,0.301092461,0,0.698907539,0.698907539,0,0.801092461,0.198907539,0.5,0.198907539,0.801092461,0.5,0,0,0,0.5,0.5,0.5
3712,0.302399677,0.302399677,0,0.697600323,0.697600323,0,0.802399677,0.197600323,0.5,0.197600323,0.802399677,0.5,0,0,0,0.5,0.5,0.5
3713,0.301923016,0.301923016,0,0.698076984,0.698076984,0,0.801923016,0.198076984,0.5,0.198076984,0.801923016,0.5,0,0,0,0.5,0.5,0.5
3714,0.301923017,0.301923017,0,0.698076983,0.698076983,0,0.801923017,0.198076983,0.5,0.198076983,0.801923017,0.5,0,0,0,0.5,0.5,0.5
3715,0.425515888,0.13897215,0.057997102,0.86102785,0.574484112,0.442002898,0.13897215,0.425515888,0.557997102,0.574484112,0.86102785,0.942002898,0.175197395,0.824802605,0.25,0.824802605,0.175197395,0.75
3716,0.25,0.25,0.25,0.875299386,0.875299386,0.374101842,0.875299386,0.374101842,0.875299386,0.374101842,0.875299386,0.875299386,0.875299386,0.875299386,0.875299386,0.5,0.5,0.5
3717,0,0,0,0.5,0.5,0.5,0.300961231,0.300961231,0,0.699038769,0.699038769,0,0.800961231,0.199038769,0.5,0.199038769,0.800961231,0.5
3718,0,0,0,0.5,0.5,0.5,0.304799728,0.304799728,0,0.695200272,0.695200272,0,0.804799728,0.195200272,0.5,0.195200272,0.804799728,0.5
3719,0.5,0.5,0,0,0,0.5,0.198338181,0.198338181,0,0.801661819,0.801661819,0,0.698338181,0.301661819,0.5,0.301661819,0.698338181,0.5
3720,0.5,0.5,0,0,0,0.5,0.198338179,0.198338179,0,0.801661821,0.801661821,0,0.698338179,0.301661821,0.5,0.301661821,0.698338179,0.5
3721,0.113808707,0.113808707,0.113808707,0.886191293,0.886191293,0.886191293,0.301701505,0.301701505,0.301701505,0.698298495,0.698298495,0.698298495,0.386885747,0.386885747,0.386885747,0.613114253,0.613114253,0.613114253
3722,0.264524758,0.264524758,0.264524758,0.49755602,0.49755602,0.49755602,0.001502892,0.001502892,0.001502892,0.097069777,0.097069777,0.097069777,0.880774533,0.880774533,0.880774533,0.715576663,0.715576663,0.715576663
3723,0.5,0,0.354572219,0,0.5,0.645427781,0,0,0,0.5,0.5,0,0,0.5,0.30256108,0.5,0,0.69743892
3724,0.5,0,0.359000354,0,0.5,0.640999646,0,0,0,0.5,0.5,0,0,0.5,0.295000591,0.5,0,0.704999409
3725,0.5,0,0.354934821,0,0.5,0.645065179,0,0,0,0.5,0.5,0,0,0.5,0.302609183,0.5,0,0.697390817
3726,0.5,0,0.354934858,0,0.5,0.645065142,0,0,0,0.5,0.5,0,0,0.5,0.302609166,0.5,0,0.697390834
3727,0,0,0,0.5,0.5,0,0,0.5,0.357428784,0.5,0,0.642571216,0.5,0,0.281132577,0,0.5,0.718867423
3728,0,0,0,0.5,0.5,0,0,0.5,0.33,0.5,0,0.67,0.5,0,0.265000615,0,0.5,0.734999385
3729,0,0,0,0.5,0.5,0,0,0.5,0.358639658,0.5,0,0.641360342,0.5,0,0.280472179,0,0.5,0.719527821
3730,0,0,0,0.5,0.5,0,0,0.5,0.358639636,0.5,0,0.641360364,0.5,0,0.280472222,0,0.5,0.719527778
3731,0.217054759,0.217054759,0,0.782945241,0.782945241,0,0.532945241,0.032945241,0.5,0.967054759,0.467054759,0.5,0,0,0,0.75,0.25,0.5
3732,0.208100183,0.208100183,0,0.791899817,0.791899817,0,0.541899817,0.041899817,0.5,0.958100183,0.458100183,0.5,0,0,0,0.75,0.25,0.5
3733,0.213256555,0.213256555,0,0.786743445,0.786743445,0,0.536743445,0.036743445,0.5,0.963256555,0.463256555,0.5,0,0,0,0.75,0.25,0.5
3734,0.213256541,0.213256541,0,0.786743459,0.786743459,0,0.536743459,0.036743459,0.5,0.963256541,0.463256541,0.5,0,0,0,0.75,0.25,0.5
3735,0.358291742,0.130571961,0.082638589,0.993472596,0.998210289,0.496823692,0.006527404,0.498210289,0.503176308,0.641708258,0.630571961,0.917361411,0.22323694,0.746216865,0.216534581,0.77676306,0.246216865,0.783465419
